Symbol,company_name,Industry
TRITF,Tri-Tech Holding Inc,Utilities
SOPV,Solar Park Initiatives Inc,Utilities
REVVF,ReVolve Renewable Power Corp,Utilities
TNSTF,Jade Power Trust,Utilities
NRGIY,Neoenergia S.A,Utilities
EVGIF,EverGen Infrastructure Corp,Utilities
ELPC,Companhia Paranaense De Energia - Copel,Utilities
REAX,Real Brokerage Inc (The),Real Estate
LPA,Logistic Properties Of The Americas,Real Estate
SLG,SL Green Realty Corp,Real Estate
ILPT,Industrial Logistics Properties Trust,Real Estate
CHCI,Comstock Holding Cos Inc,Real Estate
MLP,Maui Land & Pineapple Co Inc.,Real Estate
VNO,Vornado Realty Trust,Real Estate
STRW,Strawberry Fields REIT Inc,Real Estate
NLCP,NewLake Capital Partners Inc,Real Estate
IRM,Iron Mountain Inc,Real Estate
IIPR,Innovative Industrial Properties Inc,Real Estate
VONOY,Vonovia SE,Real Estate
NMRK,Newmark Group Inc,Real Estate
FOR,Forestar Group Inc,Real Estate
GBR,New Concept Energy Inc,Real Estate
MITEY,Mitsubishi Estate Co Ltd,Real Estate
DLR,Digital Realty Trust Inc,Real Estate
AXR,AMREP Corp.,Real Estate
WSR,Whitestone REIT,Real Estate
CKX,CKX Lands Inc,Real Estate
SPG,Simon Property Group Inc,Real Estate
OGCP,Empire State Realty OP LP,Real Estate
IRS,IRSA Inversiones y Representaciones Sociedad Anoni,Real Estate
ESRT,Empire State Realty Trust Inc,Real Estate
MAC,Macerich Co (The),Real Estate
FISK,Empire State Realty OP LP,Real Estate
CTRE,CareTrust REIT Inc,Real Estate
WARFY,The Wharf (Holdings) Ltd,Real Estate
WELL,Welltower Inc,Real Estate
ESBA,Empire State Realty OP LP,Real Estate
JLL,Jones Lang LaSalle Inc,Real Estate
FPH,Five Point Holdings LLC,Real Estate
SWRAY,Swire Pacific Ltd,Real Estate
LAMR,Lamar Advertising Co,Real Estate
SKT,Tanger Inc,Real Estate
DHC,Diversified Healthcare Trust,Real Estate
NHI,National Health Investors Inc.,Real Estate
JOE,St. Joe Co (The),Real Estate
AKR,Acadia Realty Trust,Real Estate
MDRR,Medalist Diversified REIT Inc,Real Estate
SBRA,Sabra Health Care REIT Inc,Real Estate
UE,Urban Edge Properties,Real Estate
SWRBY,Swire Pacific Ltd,Real Estate
ESS,Essex Property Trust Inc.,Real Estate
FSP,Franklin Street Properties Corp,Real Estate
CWK,Cushman & Wakefield Ltd,Real Estate
BBXIA,BBX Capital Inc,Real Estate
ALX,Alexander's Inc.,Real Estate
MDV,Modiv Industrial Inc,Real Estate
GOOD,Gladstone Commercial Corp,Real Estate
NYC,American Strategic Investment Co,Real Estate
SITC,SITE Centers Corp,Real Estate
EPRT,Essential Properties Realty Trust Inc,Real Estate
HIW,Highwoods Properties Inc.,Real Estate
XHR,Xenia Hotels & Resorts Inc,Real Estate
BXP,Boston Properties Inc,Real Estate
BHM,Bluerock Homes Trust Inc,Real Estate
OLP,One Liberty Properties Inc.,Real Estate
VTR,Ventas Inc.,Real Estate
CBRE,CBRE Group Inc,Real Estate
DIFTY,Daito Trust Construction Co Ltd,Real Estate
RHP,Ryman Hospitality Properties Inc,Real Estate
CSR,Centrespace,Real Estate
AVB,AvalonBay Communities Inc.,Real Estate
AIRC,Apartment Income REIT Corp,Real Estate
CIGI,Colliers International Group Inc,Real Estate
CUZ,Cousins Properties Incorporated,Real Estate
AAT,American Assets Trust Inc,Real Estate
BRX,Brixmor Property Group Inc,Real Estate
DEI,Douglas Emmett Inc,Real Estate
KRC,Kilroy Realty Corp,Real Estate
CTO,CTO Realty Growth Inc,Real Estate
OHI,Omega Healthcare Investors Inc.,Real Estate
FRT,Federal Realty Investment Trust,Real Estate
PK,Park Hotels & Resorts Inc,Real Estate
KRG,Kite Realty Group Trust,Real Estate
NEN,New England Realty Associates LP,Real Estate
FSV,FirstService Corp,Real Estate
IVT,InvenTrust Properties Corp,Real Estate
NSA,National Storage Affiliates Trust,Real Estate
EQIX,Equinix Inc,Real Estate
AMT,American Tower Corp,Real Estate
INVH,Invitation Homes Inc,Real Estate
GIPR,Generation Income Properties Inc,Real Estate
AMH,American Homes 4 Rent,Real Estate
REG,Regency Centers Corp.,Real Estate
HST,Host Hotels & Resorts Inc,Real Estate
EQR,Equity Residential,Real Estate
PDM,Piedmont Office Realty Trust Inc,Real Estate
DWAHY,Daiwa House Industry Co Ltd,Real Estate
AQQSQ,American Spectrum Realty Inc,Real Estate
CBYI,Cal-Bay International Inc,Real Estate
PLFF,Orpheum Property Inc,Real Estate
RYN,Rayonier Inc.,Real Estate
CRBJY,China Resources Land Ltd,Real Estate
BDN,Brandywine Realty Trust,Real Estate
LTC,LTC Properties Inc.,Real Estate
WY,Weyerhaeuser Co,Real Estate
EXR,Extra Space Storage Inc,Real Estate
CDP,COPT Defense Properties,Real Estate
MAYS,J. W. Mays Inc,Real Estate
FRPH,FRP Holdings Inc,Real Estate
PECO,Phillips Edison & Company Inc,Real Estate
SELF,Global Self Storage Inc,Real Estate
DRH,DiamondRock Hospitality Co,Real Estate
KIM,Kimco Realty Corp,Real Estate
STAG,STAG Industrial Inc,Real Estate
GMRE,Global Medical REIT Inc,Real Estate
STRS,Stratus Properties Inc,Real Estate
RMR,RMR Group Inc (The),Real Estate
ELS,Equity LifeStyle Properties Inc,Real Estate
NNN,NNN REIT Inc,Real Estate
EGP,EastGroup Properties Inc.,Real Estate
BFS,Saul Centers Inc,Real Estate
CSGP,CoStar Group Inc,Real Estate
ZDPY,Zoned Properties Inc,Real Estate
PEB,Pebblebrook Hotel Trust,Real Estate
MHCUF,Flagship Communities Real Estate Investment Trust,Real Estate
CPT,Camden Property Trust,Real Estate
PGRE,Paramount Group Inc,Real Estate
CBL,CBL & Associates Properties Inc.,Real Estate
ARE,Alexandria Real Estate Equities Inc.,Real Estate
TRC,Tejon Ranch Co.,Real Estate
PINE,Alpine Income Property Trust Inc,Real Estate
UDR,UDR Inc,Real Estate
PSA,Public Storage,Real Estate
HLDCY,Henderson Land Development Co Ltd,Real Estate
MMI,Marcus & Millichap Inc,Real Estate
BEKE,KE Holdings Inc,Real Estate
CUBE,CubeSmart,Real Estate
IRT,Independence Realty Trust Inc,Real Estate
ADC,Agree Realty Corp,Real Estate
CPTP,Capital Properties Inc.,Real Estate
UMH,UMH Properties Inc,Real Estate
DTCWY,Deutsche Wohnen SE,Real Estate
SHO,Sunstone Hotel Investors Inc,Real Estate
ELME,Elme Communities,Real Estate
COMP,Compass Inc,Real Estate
BNL,Broadstone Net Lease Inc,Real Estate
JBGS,JBG SMITH Properties,Real Estate
AIV,Apartment Investment and Management Co,Real Estate
AHH,Armada Hoffler Properties Inc,Real Estate
Z,Zillow Group Inc,Real Estate
APLE,Apple Hospitality REIT Inc,Real Estate
OPEN,Opendoor Technologies Inc,Real Estate
PLYM,Plymouth Industrial REIT Inc,Real Estate
OUT,OUTFRONT Media Inc,Real Estate
ZG,Zillow Group Inc,Real Estate
EPR,EPR Properties,Real Estate
ROIC,Retail Opportunity Investments Corp,Real Estate
DBRG,DigitalBridge Group Inc,Real Estate
FCPT,Four Corners Property Trust Inc,Real Estate
DOC,Healthpeak Properties Inc,Real Estate
NTST,NETSTREIT Corp,Real Estate
XIN,Xinyuan Real Estate Co Ltd,Real Estate
TRNO,Terreno Realty Corp,Real Estate
SQFT,Presidio Property Trust Inc,Real Estate
EQC,Equity Commonwealth,Real Estate
COLD,Americold Realty Trust Inc,Real Estate
CIO,City Office REIT Inc,Real Estate
HPP,Hudson Pacific Properties Inc,Real Estate
CAOVY,China Overseas Land & Investment Ltd,Real Estate
FPI,Farmland Partners Inc,Real Estate
BRT,BRT Apartments Corp,Real Estate
MAA,Mid-America Apartment Communities Inc,Real Estate
SUI,Sun Communities Inc,Real Estate
VRE,Veris Residential Inc,Real Estate
RLJ,RLJ Lodging Trust,Real Estate
ARESF,Artis Real Estate Investment Trust,Real Estate
CCI,Crown Castle Inc,Real Estate
O,Realty Income Corp,Real Estate
VICI,VICI Properties Inc,Real Estate
PSTL,Postal Realty Trust Inc,Real Estate
MGAWY,Megaworld Corp,Real Estate
GLPI,Gaming and Leisure Properties Inc,Real Estate
FR,First Industrial Realty Trust Inc,Real Estate
PCH,PotlatchDeltic Corp,Real Estate
GYRO,Gyrodyne LLC,Real Estate
PLD,Prologis Inc,Real Estate
KRYPY,Kerry Properties Ltd,Real Estate
SBAC,SBA Communications Corp,Real Estate
HHH,Howard Hughes Holdings Inc,Real Estate
DOMA,Doma Holdings Inc,Real Estate
INN,Summit Hotel Properties Inc,Real Estate
ALEX,Alexander & Baldwin Inc,Real Estate
MDJH,MDJM Ltd,Real Estate
NTPIF,Nam Tai Property Inc,Real Estate
CLDT,Chatham Lodging Trust,Real Estate
HR,Healthcare Realty Trust Inc,Real Estate
STHO,Star Holdings,Real Estate
DRREF,Dream Residential Real Estate Investment Trust,Real Estate
LXP,LXP Industrial Trust,Real Estate
REXR,Rexford Industrial Realty Inc,Real Estate
NXRT,NexPoint Residential Trust Inc,Real Estate
WPC,W. P. Carey Inc,Real Estate
DEA,Easterly Government Properties Inc,Real Estate
UHT,Universal Health Realty Income Trust,Real Estate
HNGKY,Hongkong Land Holdings Ltd,Real Estate
LLESY,LendLease Group,Real Estate
MRNO,Murano Global Investments Plc,Real Estate
GRP/U,Granite Real Estate Investment Trust,Real Estate
CDEVY,City Developments Ltd,Real Estate
GTY,Getty Realty Corp.,Real Estate
LAND,Gladstone Land Corporation,Real Estate
TCI,Transcontinental Realty Investors Inc.,Real Estate
UNIT,Uniti Group Inc,Real Estate
SAFE,Safehold Inc,Real Estate
ILAL,International Land Alliance Inc,Real Estate
ARL,American Realty Investors Inc.,Real Estate
SUHJY,Sun Hung Kai Properties Ltd,Real Estate
GNL,Global Net Lease Inc,Real Estate
SOHO,Sotherly Hotels Inc,Real Estate
EXPI,eXp World Holdings Inc,Real Estate
CHCT,Community Healthcare Trust Inc,Real Estate
BHR,Braemar Hotels & Resorts Inc,Real Estate
RFL,Rafael Holdings Inc,Real Estate
OZ,Belpointe PREP LLC,Real Estate
CLPR,Clipper Realty Inc,Real Estate
RDFN,Redfin Corp,Real Estate
SRG,Seritage Growth Properties,Real Estate
INTG,Intergroup Corp (The),Real Estate
AEI,Alset Inc,Real Estate
KW,Kennedy-Wilson Holdings Inc,Real Estate
MPW,Medical Properties Trust Inc,Real Estate
CMCT,Creative Media & Community Trust Corporation,Real Estate
HOUS,Anywhere Real Estate Inc,Real Estate
HLPPY,Hang Lung Properties Ltd,Real Estate
SVC,Service Properties Trust,Real Estate
OPAD,Offerpad Solutions Inc,Real Estate
ONL,Orion Office REIT Inc,Real Estate
GLCO,Global Links Corp,Real Estate
IHT,InnSuites Hospitality Trust,Real Estate
PW,Power REIT,Real Estate
NDVLY,New World Development Co Ltd,Real Estate
BRST,Broad Street Realty Inc,Real Estate
RMAX,RE/MAX Holdings Inc,Real Estate
PKST,Peakstone Realty Trust,Real Estate
NXDT,NexPoint Diversified Real Estate Trust,Real Estate
DOUG,Douglas Elliman Inc,Real Estate
ASPS,Altisource Portfolio Solutions SA,Real Estate
SYT,SYLA Technologies Co Ltd,Real Estate
TPHS,Trinity Place Holdings Inc,Real Estate
FTHM,Fathom Holdings Inc,Real Estate
OPI,Office Properties Income Trust,Real Estate
UK,Ucommune Group Holdings Ltd,Real Estate
AHT,Ashford Hospitality Trust Inc,Real Estate
ALBT,Avalon GloboCare Corp,Real Estate
AHOTF,American Hotel Income Properties REIT LP,Real Estate
LEJUY,Leju Holdings Ltd,Real Estate
OMH,Ohmyhome Ltd,Real Estate
LUXH,LuxUrban Hotels Inc,Real Estate
AAMC,Altisource Asset Management Corp,Real Estate
XHG,XChange TEC.INC,Real Estate
WEWKQ,WeWork Inc,Real Estate
WHLR,Wheeler Real Estate Investment Trust Inc,Real Estate
SFRT,Appreciate Holdings Inc,Real Estate
BFHJ,Beneficial Holdings Inc,Real Estate
BRER,Bresler & Reiner Inc,Real Estate
COWP,Canal Capital Corp,Real Estate
WAYS,Wave Sync Corp,Real Estate
XMEX,Xemex Group Inc,Real Estate
HOOB,Holobeam Inc,Real Estate
PDNLA,Presidential Realty Corp,Real Estate
PDNLB,Presidential Realty Corp,Real Estate
PGAI,PGI Inc,Real Estate
GADS,FC Global Realty Inc,Real Estate
PRLEQ,Pillarstone Capital REIT,Real Estate
HHBT,HH Biotechnology Holdings Co,Real Estate
TUXS,Tuxis Corp,Real Estate
OMAGQ,Omagine Inc,Real Estate
CBGI,Cannabusiness Group Inc,Real Estate
BPCP,Bishop Capital Corp,Real Estate
BNGI,Bangi Inc,Real Estate
DEVM,DevMar Equities Inc,Real Estate
SYYNY,Syn Prop & Tech S.A.,Real Estate
CHIT,Cherubim Interests Inc,Real Estate
CWQXY,"Castellum Ab, Gothenburg",Real Estate
FUTL,FutureLand Corp,Real Estate
BKSH,Berkshire Homes Inc,Real Estate
BGRP,Bluestem Group Inc,Real Estate
PRRE,Praetorian Property Inc,Real Estate
RKGXY,Road King Infrastructure Limited,Real Estate
LGMMY,LEG Immobilien SE,Real Estate
LDSCY,Land Securities Group PLC,Real Estate
LDBTY,The Lebanese Co for The Development and Reconstruc,Real Estate
GRDDY,Grand City Properties S.A.,Real Estate
MLTTY,Multiplan Empreendimentos Imobiliarios SA,Real Estate
KDCCF,Kadestone Capital Corp,Real Estate
VTMX,Corporacion Inmobiliaria Vesta SAB de CV,Real Estate
SGD,Safe and Green Development Corp,Real Estate
LRHC,La Rosa Holdings Corp,Real Estate
NLOP,Net Lease Office Properties,Real Estate
AHR,American Healthcare REIT Inc,Real Estate
DMXCF,District Metals Corp,Materials
FMST,Foremost Lithium Resource & Technology Ltd,Materials
ASPI,ASP Isotopes Inc,Materials
MLYF,Western Magnesium Corp,Materials
LGCFF,Lavras Gold Corp,Materials
LBSR,Liberty Star Uranium & Metals Corp,Materials
ARQ,Arq Inc,Materials
LBCMF,Libero Copper & Gold Corp,Materials
VRDR,Verde Resources Inc,Materials
ASPN,Aspen Aerogels Inc,Materials
AMEGF,American Eagle Gold Corp,Materials
BADEF,Hercules Silver Corp,Materials
NMGX,Nano Magic Inc,Materials
SRAFF,Sandfire Resources America Inc,Materials
BHSIF,Bayhorse Silver Inc,Materials
TNREF,Taranis Resources Inc,Materials
ATBHF,Aston Bay Holdings Ltd,Materials
GDRZF,Gold Reserve Inc,Materials
GAU,Galiano Gold Inc,Materials
PNPNF,Power Nickel Inc,Materials
KBLB,Kraig Biocraft Laboratories Inc,Materials
CMTOY,Cementos Argos SA,Materials
USAP,Universal Stainless & Alloy Products Inc,Materials
IPX,IperionX Limited,Materials
HMRFF,Homerun Resources Inc,Materials
BDRGF,Jaeger Resources Corp,Materials
GATO,Gatos Silver Inc,Materials
SMTSF,Sierra Metals Inc,Materials
BVN,Compania De Minas Buenaventura SAA,Materials
RIOFF,Rio2 Ltd,Materials
OGNRF,Orogen Royalties Inc,Materials
CTXXF,CEMATRIX Corp,Materials
OMGGF,Omai Gold Mines Corp,Materials
GRSLF,GR Silver Mining Ltd,Materials
MAUTF,Montage Gold Corp,Materials
FSXLF,Great Pacific Gold Corp,Materials
TMC,TMC the metals company Inc,Materials
NCAUF,Newcore Gold Ltd,Materials
ORMNF,Orex Minerals Inc,Materials
CRS,Carpenter Technology Corp,Materials
TINO,Tamino Minerals Inc,Materials
RGLSF,Regulus Resources Inc,Materials
AMR,Alpha Metallurgical Resource Inc,Materials
KSSRF,Kesselrun Resources Ltd,Materials
PLMNF,Palamina Corp,Materials
HBM,Hudbay Minerals Inc,Materials
SMID,Smith-Midland Corp,Materials
METC,Ramaco Resources Inc,Materials
HDRSF,Highland Copper Co Inc,Materials
GXSFF,Goldsource Mines Inc,Materials
HCC,Warrior Met Coal Inc,Materials
SBMIF,Lode Gold Resources Inc,Materials
CENX,Century Aluminum Co,Materials
HMY,Harmony Gold Mining Co Ltd,Materials
FTZFF,Fitzroy Minerals Inc,Materials
DNCVF,Defiance Silver Corp,Materials
GMINF,G Mining Ventures Corp,Materials
SGGTF,Signature Resources Ltd,Materials
MAKOF,Mako Mng Corp,Materials
CRGP,Calissio Resources Group Inc,Materials
GGGOF,Golconda Gold Ltd,Materials
KNF,Knife River Corp,Materials
IDR,Idaho Strategic Resources Inc,Materials
FTMDF,Fortune Minerals Ltd,Materials
NSUPF,Northern Superior Resources Inc,Materials
TGB,Taseko Mines Ltd,Materials
WRK,WestRock Company,Materials
CDE,Coeur Mining Inc,Materials
EQMEF,Equity Metals Corp,Materials
NGD,New Gold Inc,Materials
AGLAF,T2 Metals Corp,Materials
USLM,United States Lime & Minerals Inc,Materials
ARMN,Aris Mining Corp,Materials
FRD,Friedman Industries Inc,Materials
LMRMF,Lomiko Metals Inc,Materials
X,United States Steel Corp,Materials
PZG,Paramount Gold Nevada Corp,Materials
HWKN,Hawkins Inc,Materials
AGDXF,Antioquia Gold Inc,Materials
NIOVF,Plato Gold Corp,Materials
MTLFF,Metallis Resources Inc,Materials
AAGFF,Aftermath Silver Ltd,Materials
TARSF,Silver North Resources Ltd,Materials
EMTRF,Element 29 Resources Inc,Materials
EMOTF,Emerita Resources Corp,Materials
ANKOF,Angkor Gold Corp,Materials
SNWGF,Snowline Gold Corp,Materials
IVPAF,Ivanhoe Mines Ltd,Materials
NTIC,Northern Technologies International Corp,Materials
SLVM,Sylvamo Corp,Materials
GUYGF,G2 Goldfields Inc,Materials
MMRGF,Minaurum Gold Inc,Materials
KGC,Kinross Gold Corp,Materials
XTGRF,Xtra-Gold Resources Corp,Materials
TROX,Tronox Holdings plc,Materials
CLW,Clearwater Paper Corp,Materials
EGO,Eldorado Gold Corp,Materials
SCCO,Southern Copper Corp,Materials
CHPGF,Chesapeake Gold Corp,Materials
WCUFF,World Copper Ltd,Materials
OSIIF,Osino Resources Corp,Materials
PTVE,Pactiv Evergreen Inc,Materials
IEGCF,Independence Gold Corp,Materials
TLRS,Timberline Resources Corp,Materials
ARCH,Arch Resources Inc,Materials
ATI,ATI Inc,Materials
GLGI,Greystone Logistics Inc,Materials
ABBRD,AbraSilver Resource Corp,Materials
ADVZF,Adventus Mining Corp,Materials
ZIJMY,Zijin Mining Group Co Ltd,Materials
GVDNY,Givaudan SA,Materials
KRO,Kronos Worldwide Inc,Materials
PHNMF,Phenom Resources Corp,Materials
XPL,Solitario Resources Corp,Materials
ORFDF,Orecap Invest Corp,Materials
MTX,Minerals Technologies Inc.,Materials
AYASF,AYA Gold & Silver Inc,Materials
EUBG,Entrepreneur Universe Bright Group,Materials
WDOFF,Wesdome Gold Mines Ltd,Materials
SHWDY,Resonac Holdings Corporation,Materials
NEXA,Nexa Resources SA,Materials
SRLZF,Salazar Resources Ltd,Materials
FSM,Fortuna Silver Mines Inc,Materials
PPTA,Perpetua Resources Corp,Materials
HCMLY,Holcim Ltd,Materials
IP,International Paper Co,Materials
LPX,Louisiana-Pacific Corp,Materials
MTAL,Metals Acquisition Limited,Materials
ELMTY,Elementis PLC,Materials
ASM,Avino Silver & Gold Mines Ltd,Materials
MUX,McEwen Mining Inc,Materials
PKG,Packaging Corp Of America,Materials
OCGSF,Outcrop Silver & Gold Corporation,Materials
DOLLF,Dolly Varden Silver Corp,Materials
ECL,Ecolab Inc.,Materials
HDELY,Heidelberg Materials AG,Materials
BLGO,BioLargo Inc,Materials
SSVFF,Southern Silver Exploration Corp,Materials
PACK,Ranpak Holdings Corp,Materials
EXP,Eagle Materials Inc,Materials
NAK,Northern Dynasty Minerals Ltd,Materials
SROYF,Sailfish Royalty Corp,Materials
USAU,U.S. Gold Corp,Materials
FUPBY,Fuchs SE,Materials
VHI,Valhi Inc.,Materials
NEU,NewMarket Corp,Materials
WLK,Westlake Corp,Materials
AVY,Avery Dennison Corp,Materials
NGXXF,NGEx Minerals Ltd,Materials
FCX,Freeport-McMoRan Inc,Materials
VZLA,Vizsla Silver Corp,Materials
THM,International Tower Hill Mines Ltd,Materials
RYAM,Rayonier Advanced Materials Inc,Materials
AGI,Alamos Gold Inc,Materials
MLM,Martin Marietta Materials Inc,Materials
FWEDF,Fireweed Metals Corp,Materials
KALU,Kaiser Aluminum Corp,Materials
KLDCF,Kenorland Minerals Ltd,Materials
PAAS,Pan American Silver Corp,Materials
BALL,Ball Corporation,Materials
KNTNF,K92 Mining Inc,Materials
ADMLF,Adriatic Metals PLC,Materials
RPM,RPM International Inc,Materials
OCLDY,Orica Ltd,Materials
CBT,Cabot Corp,Materials
FTK,Flotek Industries Inc,Materials
ANPMF,Andean Precious Metals Corp,Materials
RGDFF,Reunion Gold Corp,Materials
SILV,SilverCrest Metals Inc,Materials
CHKKF,Chakana Copper Corp,Materials
KURRY,Kuraray Co Ltd,Materials
FMCXF,Foran Mining Corp,Materials
ACKRF,American Creek Resources Ltd,Materials
SMFKY,Smurfit Kappa Group PLC,Materials
ATR,AptarGroup Inc.,Materials
AEM,Agnico Eagle Mines Ltd,Materials
GLBXF,Globex Mining Enterprises Inc,Materials
SXC,SunCoke Energy Inc,Materials
REEMF,Rare Element Resources Ltd,Materials
NVZMY,Novonesis AS,Materials
COVTY,Covestro AG,Materials
KOP,Koppers Holdings Inc,Materials
CE,Celanese Corp,Materials
AWCMY,Alumina Ltd,Materials
FNMCF,First Nordic Metals Corp,Materials
STLD,Steel Dynamics Inc,Materials
GSHRF,Goldshore Resources Inc,Materials
MEXGF,Mexican Gold Mining Corp,Materials
AOTVF,Ascot Resources Ltd,Materials
FEERF,Freeport Resources Inc,Materials
IAG,IAMGold Corp,Materials
EMN,Eastman Chemical Co,Materials
IOSP,Innospec Inc,Materials
ORAAF,Aura Minerals Inc,Materials
ESI,Element Solutions Inc,Materials
RIINF,Canadian Critical Minerals Inc,Materials
GOTRF,Goliath Resources Ltd,Materials
PLG,Platinum Group Metals Ltd,Materials
IFF,International Flavors & Fragrances Inc,Materials
SHW,Sherwin-Williams Co (The),Materials
BRCNF,Burcon NutraScience Corp,Materials
ERMAY,Eramet SA,Materials
AIQUY,L'Air Liquide SA,Materials
VMC,Vulcan Materials Co,Materials
MGMNF,Magna Mining Inc,Materials
SHECY,Shin-Etsu Chemical Co Ltd,Materials
ERLFF,Entree Resources Ltd,Materials
EFRGF,Pasofino Gold Ltd,Materials
CSTM,Constellium SE,Materials
LAAC,Lithium Americas (Argentina) Corp,Materials
LIN,Linde Plc,Materials
NLPXF,Noble Mineral Exploration Inc,Materials
MRRDF,Meridian Mining UK Societas,Materials
SPPJY,Sappi Ltd,Materials
ADBRF,Aldebaran Resources Inc,Materials
JHX,James Hardie Industries Plc,Materials
FSUGY,Fortescue Ltd,Materials
KRRGF,Karora Resources Inc,Materials
SRGZ,Star Gold Corp,Materials
HAYN,Haynes International Inc,Materials
FSUMF,Fortescue Ltd,Materials
UPMMY,UPM Kymmene Oyj,Materials
WPM,Wheaton Precious Metals Corp,Materials
SSEBF,Silver Spruce Resources Inc,Materials
FTBYF,Fortune Bay Corp,Materials
JSCPY,JSR Corporation,Materials
AA,Alcoa Corp,Materials
MTUS,Metallus Inc,Materials
CXBMF,Calibre Mining Corp,Materials
EMPYF,Empress Royalty Corp,Materials
RS,Reliance Inc,Materials
DBLVF,Doubleview Gold Corp,Materials
EXK,Endeavour Silver Corp,Materials
AXTA,Axalta Coating Systems Ltd,Materials
PREIF,Precipitate Gold Corp,Materials
TECK,Teck Resources Ltd,Materials
HUSIF,Nicola Mining Inc,Materials
SYIEY,Symrise AG,Materials
CF,CF Industries Holdings Inc,Materials
PMMCF,Pampa Metals Corp,Materials
CGAU,Centerra Gold Inc,Materials
ASH,Ashland Inc,Materials
IPI,Intrepid Potash Inc,Materials
GSM,Ferroglobe PLC,Materials
SVM,Silvercorp Metals Inc,Materials
PWRMF,Power Metals Corp,Materials
DD,DuPont  De Nemours Inc,Materials
BCPC,Balchem Corp,Materials
ERO,Ero Copper Corp.,Materials
AUIAF,Aurania Resources Ltd,Materials
AIRRF,Aurion Resources Ltd,Materials
CMC,Commercial Metals Co,Materials
LUGDF,Lundin Gold Inc,Materials
FUL,H.B. Fuller Co.,Materials
MEOH,Methanex Corp,Materials
BRVMF,Bravo Mining Corp,Materials
SUM,Summit Materials Inc,Materials
TKRFF,Tinka Resources Ltd,Materials
ALMTF,Almonty Industries Inc,Materials
MONDY,Mondi plc,Materials
WVMDF,West Vault Mining Inc,Materials
CMRZF,Commerce Resources Corp,Materials
SMAGF,Soma Gold Corp,Materials
TSGZF,TriStar Gold Inc,Materials
AG,First Majestic Silver Corp,Materials
CDBMF,Cordoba Minerals Corp,Materials
SRGXF,Surge Copper Corp,Materials
ATCMF,Atico Mining Corp,Materials
GLNCY,Glencore Plc,Materials
MFGCF,Mayfair Gold Corp,Materials
TEUTF,Teuton Resources Corp,Materials
AGXPF,Silver X Mining Corp,Materials
IAALF,IBC Advanced Alloys Corp,Materials
NAUFF,Nevgold Corp,Materials
TFPM,Triple Flag Precious Metals Corp,Materials
NUE,Nucor Corp,Materials
CRCUF,Canagold Resources Ltd,Materials
AVNT,Avient Corp,Materials
SA,Seabridge Gold Inc,Materials
CIAFF,Champion Iron Ltd,Materials
NSTYY,Northern Star Resources Ltd,Materials
EQX,Equinox Gold Corp,Materials
AXREF,Amarc Resources Ltd,Materials
SXYAY,"Sika AG, Baar",Materials
JAGGF,Jaguar Mining Inc,Materials
MISVF,Minco Silver Corp,Materials
ARKAY,Arkema,Materials
BLSFY,Bluescope Steel Ltd,Materials
ARREF,Amerigo Resources Ltd,Materials
CPPKF,Faraday Copper Corp,Materials
RIO,Rio Tinto Group,Materials
CPAC,Cementos Pacasmayo SAA,Materials
APGOF,Apollo Silver Corp,Materials
NDEKY,Nitto Denko Corp,Materials
INCZY,Incitec Pivot Ltd,Materials
LOMA,Loma Negra Compania Industrial Argentina Sociedad ,Materials
HYDI,Hydromer Inc,Materials
OJIPY,Oji Holdings Corp,Materials
FLMMF,Filo Corp,Materials
UGDIF,Unigold Inc,Materials
OR,Osisko Gold Royalties Ltd,Materials
SMG,Scotts Miracle-Gro Co (The),Materials
NPSCY,Nippon Steel Corp,Materials
DAUGF,Desert Gold Ventures Inc,Materials
WFG,West Fraser Timber Co Ltd,Materials
LYB,LyondellBasell Industries NV,Materials
GPK,Graphic Packaging Holding Co,Materials
HHLKF,Hot Chili Ltd,Materials
AMXEF,Amex Exploration Inc,Materials
FRERF,Fremont Gold Ltd,Materials
SEOAY,Stora Enso Oyj,Materials
DOW,Dow Inc,Materials
NANX,Nanophase Technologies Corp,Materials
NHYKF,Norsk Hydro ASA,Materials
ZEUS,Olympic Steel Inc,Materials
CPFXF,Copper Fox Metals Inc,Materials
DSVSF,Discovery Silver Corp,Materials
HPQFF,HPQ Silicon Inc,Materials
RVSDF,Riverside Resources Inc,Materials
SIREF,Sirios Resources Inc,Materials
RGLD,Royal Gold Inc,Materials
PNTZD,Trigon Metals Inc,Materials
CVWFF,CVW CleanTech Inc,Materials
AUGG,Augusta Gold Corp,Materials
CNIKF,Canada Nickel Co Inc,Materials
PRM,Perimeter Solutions SA,Materials
RMRDF,Radisson Mining Resources Inc,Materials
NHYDY,Norsk Hydro ASA,Materials
MAG,MAG Silver Corp,Materials
BASFY,BASF SE,Materials
SRL,Scully Royalty Ltd,Materials
GPTRF,Grande Portage Resources Ltd,Materials
EMX,EMX Royalty Corp,Materials
MUNMF,Mundoro Capital Inc,Materials
ANIOY,"Acerinox SA, Madrid",Materials
DMNKF,DNI Metals Inc,Materials
GBRIF,Golden Band Resources Inc,Materials
GDPEF,Resource Cap Gold Corp,Materials
GWMGF,Great Western Minerals Group Ltd,Materials
PUDA,Puda Coal Inc,Materials
SGRCF,San Gold Corp,Materials
OCANF,OceanaGold Corp,Materials
SAND,Sandstorm Gold Ltd,Materials
